title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
Hairspray,26/02/1988 (US),68,John Waters,,"Komedi,Dram,Romantik",1h 32m,İngilizce,"$2,000,000.00","$6,671,108.00"
En Uzun Mesafe,27/05/2005 (US),66,Peter Segal,,"Dram,Komedi,Suç",1h 53m,İngilizce,"$82,000,000.00","$190,300,000.00"
,28/06/2024 (TR),76,Rodolfo Riva Palacio Alatriste,,"Animasyon,Macera,Komedi,Aile",1h 31m,İspanyolca; Kastilyaca,-,-
Karanlıklar Ülkesi: Kan Savaşları,06/01/2017 (US),59,Anna Foerster,,"Fantastik,Aksiyon,Gerilim,Korku",1h 31m,İngilizce,"$35,000,000.00","$81,093,313.00"
Örnek Aile,16/04/2010 (US),62,Derrick Borte,Derrick Borte,"Komedi,Dram",1h 36m,İngilizce,"$10,000,000.00","$7,022,728.00"
,14/09/2007 (CA),74,David Cronenberg,,"Gerilim,Suç,Gizem",1h 41m,İngilizce,"$51,500,000.00","$56,106,607.00"
Siyah Işık,11/02/2022 (US),62,Mark Williams,Mark Williams,"Aksiyon,Gerilim,Dram,Macera",1h 44m,İngilizce,"$43,000,000.00","$15,902,207.00"
,31/03/2023 (TR),64,Jeremy Garelick,James Vanderbilt,"Gizem,Komedi,Suç",1h 31m,İngilizce,-,-
,27/09/2002 (US),57,Kevin Donovan,,"Gerilim,Aksiyon,Komedi,Bilim-Kurgu",1h 38m,İngilizce,"$60,000,000.00","$104,400,000.00"
İstila Altında,15/03/2019 (US),56,Rupert Wyatt,,"Bilim-Kurgu,Aksiyon,Macera,Korku,Gerilim",1h 50m,İngilizce,"$25,000,000.00","$8,808,611.00"
,18/02/2022 (US),73,Reid Carolin,,"Dram,Komedi",1h 41m,İngilizce,"$20,000,000.00","$84,774,243.00"
Korkunç Bir Film 4,04/08/2006 (TR),55,David Zucker,,Komedi,1h 23m,İngilizce,"$45,000,000.00","$178,300,000.00"
Dragon Ball Z: Broly – The Legendary Super Saiyan,06/03/1993 (JP),72,Shigeyasu Yamauchi,Takao Koyama,"Animasyon,Bilim-Kurgu,Aksiyon",1h 10m,Japonca,-,"$21,658,982.00"
,19/07/2013 (TR),58,Robert Schwentke,,"Fantastik,Aksiyon,Komedi",1h 36m,İngilizce,"$130,000,000.00","$61,600,000.00"
Zorlu İkili,02/08/2013 (US),65,Baltasar Kormákur,,"Aksiyon,Komedi,Suç",1h 49m,İngilizce,"$61,000,000.00","$131,940,411.00"
Sıra Dışı,13/11/2020 (TR),66,Christopher Landon,Christopher Landon,"Komedi,Korku,Gerilim",1h 42m,İngilizce,"$5,000,000.00","$15,100,000.00"
,13/03/2019 (TR),63,J.C. Chandor,,"Aksiyon,Gerilim,Suç,Macera",2h 5m,İngilizce,-,-
Black Widow,06/02/1987 (US),62,Bob Rafelson,Ronald Bass,Gerilim,1h 42m,İngilizce,"$10,500,000.00","$25,205,460.00"
,24/02/2014 (US),69,Stephen Sommers,,"Gizem,Gerilim",1h 40m,İngilizce,"$27,000,000.00","$1,149,267.00"
Kral Arthur: Kılıç Efsanesi,17/05/2017 (GB),65,Guy Ritchie,,"Aksiyon,Dram,Fantastik",2h 6m,İngilizce,"$175,000,000.00","$148,700,000.00"
Siyah Giyen Adamlar 2,26/07/2002 (TR),64,Barry Sonnenfeld,,"Aksiyon,Komedi,Bilim-Kurgu",1h 28m,İngilizce,"$140,000,000.00","$445,100,000.00"
Shaolin Futbolu,12/07/2001 (HK),71,Stephen Chow,,"Aksiyon,Komedi",1h 53m,Cantonese,"$10,000,005.00","$42,776,760.00"
Hayvan Mezarlığı: Kan Bağı,23/09/2023 (US),58,Lindsey Anderson Beer,Lindsey Anderson Beer,"Korku,Fantastik",1h 27m,İngilizce,-,-
Death Whisperer,25/10/2023 (TH),74,Taweewat Wantha,,"Korku,Gerilim",2h 1m,Taylandça,-,"$14,000,000.00"
Dışarıdakiler,25/03/1983 (US),72,Francis Ford Coppola,,"Suç,Dram",1h 31m,İngilizce,"$10,000,000.00","$33,697,647.00"
The Offering,23/09/2022 (US),59,Oliver Park,Hank Hoffman,"Dram,Korku",1h 33m,İngilizce,-,-
Elm Sokağında Kabus 2: Freddy'nin İntikamı,01/11/1985 (US),58,Jack Sholder,David Chaskin,Korku,1h 27m,İngilizce,"$3,000,000.00","$30,000,000.00"
Paralel Anneler,18/03/2022 (TR),68,Pedro Almodóvar,,Dram,2h,İspanyolca; Kastilyaca,-,-
Çılgın Garsonlar,07/10/2005 (US),63,Rob McKittrick,Rob McKittrick,"Komedi,Romantik",1h 34m,İngilizce,"$3,000,000.00","$18,637,690.00"
Kan Bağları,28/10/2013 (FR),61,Guillaume Canet,,"Gerilim,Suç,Dram",2h 7m,İngilizce,"$25,500,000.00","$2,415,472.00"
Angry Birds Filmi 2,16/08/2019 (TR),71,Thurop Van Orman,,"Animasyon,Komedi,Macera,Aile",1h 36m,İngilizce,"$65,000,000.00","$147,792,047.00"
Tut Şu Bücürü,20/10/1995 (US),65,Barry Sonnenfeld,,"Komedi,Gerilim,Suç",1h 45m,İngilizce,"$30,250,000.00","$115,101,622.00"
Capone,12/05/2020 (US),50,Josh Trank,Josh Trank,"Suç,Dram",1h 43m,İngilizce,"$20,600,000.00","$858,281.00"
,13/04/1990 (TR),83,Peter Weir,Tom Schulman,Dram,2h 8m,İngilizce,"$16,400,000.00","$235,900,000.00"
,27/11/1972 (TR),83,Sergio Leone,,"Dram,Vahşi Batı",2h 46m,İtalyanca,"$5,000,000.00","$5,380,118.00"
,01/11/2015 (KR),42,Choi Sang-hoon,,Romantik,1h 37m,Korece,-,-
Cats,20/12/2019 (GB),41,Tom Hooper,,"Fantastik,Komedi,Dram",1h 50m,İngilizce,"$95,000,000.00","$77,276,321.00"
My Hero Academia: Two Heroes,03/08/2018 (JP),79,Kenji Nagasaki,,"Animasyon,Aksiyon,Macera,Fantastik",1h 36m,Japonca,"$12,000,000.00","$31,500,000.00"
Kahraman İkili,01/11/2013 (US),59,Jimmy Hayward,,"Animasyon,Komedi,Aile",1h 31m,İngilizce,"$55,000,000.00","$110,000,000.00"
El Dorado Yolu,31/03/2000 (US),73,Bibo Bergeron,,"Aile,Macera,Animasyon,Komedi,Fantastik",1h 29m,İngilizce,"$95,000,000.00","$76,400,000.00"
Mob Land,04/08/2023 (US),56,Nicholas Maggio,Nicholas Maggio,"Aksiyon,Suç,Gerilim",1h 51m,İngilizce,-,-
İlk Şovalye,07/07/1995 (US),61,Jerry Zucker,,"Aksiyon,Macera,Dram,Romantik",2h 14m,İngilizce,"$55,000,000.00","$127,600,435.00"
Barbie: Prenses Okulu,13/09/2011 (US),75,Ezekiel Norton,Kati Rocky,"Aile,Animasyon,Fantastik",1h 19m,İngilizce,-,-
Geride Kalanlar,05/09/2014 (US),60,Casey La Scala,Casey La Scala,"Gerilim,Korku",1h 28m,İngilizce,-,"$1,169,603.00"
Ölülerin Şafağı,09/04/2004 (TR),71,Zack Snyder,,"Aksiyon,Korku,Dram",1h 40m,İngilizce,"$26,000,000.00","$102,278,712.00"
Son Hava Bükücü,01/07/2010 (US),47,M. Night Shyamalan,M. Night Shyamalan,"Aksiyon,Macera,Fantastik",1h 43m,İngilizce,"$150,000,000.00","$319,713,881.00"
Nefesini Tut,26/08/2016 (TR),70,Fede Álvarez,Fede Álvarez,"Gerilim,Korku",1h 29m,İngilizce,"$9,900,000.00","$159,100,000.00"
To Be Twenty,14/07/1978 (IT),59,Fernando Di Leo,,Komedi,1h 34m,İtalyanca,-,-
Acemi Prenses,03/08/2001 (US),70,Garry Marshall,,"Komedi,Aile,Romantik",1h 55m,İngilizce,"$37,000,000.00","$165,335,153.00"
Cehennem Üçlüsü,16/09/2019 (US),58,Rob Zombie,,"Korku,Suç,Aksiyon",1h 55m,İngilizce,"$3,000,000.00","$2,295,825.00"
"Sorry, Charlie",06/10/2023 (US),64,Colton Tran,Luke Genton,"Korku,Gerilim",1h 15m,İngilizce,-,-
Scoob!,15/05/2020 (US),71,Tony Cervone,,"Animasyon,Komedi,Aile,Gizem",1h 33m,İngilizce,"$90,000,000.00","$28,600,000.00"
Dragon Ball Z: Soğutucunun Dönüşü,07/03/1992 (JP),65,Daisuke Nishio,Takao Koyama,"Aksiyon,Animasyon,Bilim-Kurgu",46m,Japonca,-,"$19,581,369.00"
The Exorcism of God,11/03/2022 (US),71,Alejandro Hidalgo,Alejandro Hidalgo,"Korku,Suç,Dram,Fantastik",1h 38m,İngilizce,"$1,500,000.00",-
,01/04/2021 (US),76,Ritchie Greer,Ritchie Greer,"Aksiyon,Gerilim",1h 33m,İngilizce,-,-
Leylekler,23/09/2016 (US),67,Nicholas Stoller,Nicholas Stoller,"Macera,Animasyon,Komedi,Aile",1h 27m,İngilizce,"$70,000,000.00","$182,379,278.00"
,24/02/2022 (TH),57,Surapong Plearnsang,,"Korku,Gerilim",1h 33m,Taylandça,-,-
İspanizce,17/12/2004 (US),60,James L. Brooks,James L. Brooks,Komedi,2h 10m,İngilizce,"$80,000,000.00","$55,000,000.00"
,31/08/2002 (US),60,Edward Lachman,,Dram,1h 37m,İngilizce,"$1,300,000.00","$447,741.00"
Craig Before the Creek,11/12/2023 (US),76,Ben Levin,,"Animasyon,Aile,TV film,Macera,Komedi,Fantastik",1h 28m,İngilizce,-,-
Emmanuelle IV,15/02/1984 (FR),47,Francis Leroi,Francis Leroi,"Dram,Romantik",1h 29m,Fransızca,-,-
Son Pusu,15/03/2019 (US),67,John Lee Hancock,John Fusco,"Suç,Dram,Gerilim",2h 12m,İngilizce,"$49,000,000.00",-
Gladiator,06/03/1992 (US),76,Rowdy Herrington,,"Aksiyon,Dram",1h 41m,İngilizce,-,"$900,000.00"
Aşk ve Canavarlar,14/04/2021 (TR),73,Michael Matthews,,"Komedi,Aksiyon,Macera,Bilim-Kurgu",1h 50m,İngilizce,"$30,000,000.00","$1,122,066.00"
Himaye,20/08/2021 (US),66,Martin Campbell,Richard Wenk,"Aksiyon,Gerilim",1h 49m,İngilizce,-,"$8,639,684.00"
Rüzgarlı Vadi,11/03/1984 (JP),79,Hayao Miyazaki,,"Macera,Animasyon,Fantastik",1h 57m,Japonca,"$1,000,000.00","$3,301,446.00"
Son Darbe,18/12/1970 (US),64,Howard Hawks,,Vahşi Batı,1h 56m,İngilizce,-,-
,08/03/2024 (US),74,Alejandro Gómez Monteverde,,"Dram,Tarih",2h 22m,İngilizce,"$50,000,000.00","$20,157,935.00"
Yuva,19/09/2009 (FR),62,François Ozon,Mathieu Hippeau,Dram,1h 29m,Fransızca,-,-
Mermi İşlemez,06/09/1996 (US),57,Ernest R. Dickerson,,"Komedi,Suç,Aksiyon",1h 24m,İngilizce,"$25,000,000.00","$22,611,954.00"
The Eden Theory,05/05/2021 (US),70,Kyle Misak,Jesse Charles,"Korku,Bilim-Kurgu",1h 47m,İngilizce,-,-
Sucu,06/11/1998 (US),61,Frank Coraci,,Komedi,1h 30m,İngilizce,"$23,000,000.00","$185,991,646.00"
Garsoniyer,23/02/1961 (TR),82,Billy Wilder,,"Komedi,Dram,Romantik",2h 5m,İngilizce,"$3,000,000.00","$25,000,000.00"
,28/04/2000 (US),72,Gregory Hoblit,Toby Emmerich,"Bilim-Kurgu,Gerilim",1h 58m,İngilizce,"$31,000,000.00","$68,106,245.00"
Apex,12/11/2021 (US),52,Edward Drake,,"Aksiyon,Gerilim,Bilim-Kurgu",1h 29m,İngilizce,-,-
Salak ile Avanak Geri Dönüyor,14/11/2014 (TR),56,Bobby Farrelly,Bobby Farrelly,Komedi,1h 50m,İngilizce,"$40,000,000.00","$169,837,010.00"
Naruto Shippuuden:  Movie 2 - Kizuna,02/08/2008 (JP),72,Hajime Kamegaki,,"Fantastik,Animasyon,Aksiyon",1h 30m,Japonca,-,"$10,600,000.00"
Yasak Bölge,16/05/2014 (TR),59,Camille Delamarre,,"Aksiyon,Suç,Dram",1h 31m,İngilizce,"$28,000,000.00","$71,416,730.00"
BASEketball,28/07/1998 (US),61,David Zucker,,Komedi,1h 43m,İngilizce,"$25,000,000.00","$7,027,290.00"
GANTZ:O,14/10/2016 (JP),73,Keiichi Sato,,"Bilim-Kurgu,Aksiyon,Animasyon",1h 35m,Japonca,-,"$2,238,600.00"
Uçuş,07/12/2012 (TR),68,Robert Zemeckis,John Gatins,Dram,2h 18m,İngilizce,"$31,000,000.00","$161,800,000.00"
Dampyr,28/10/2022 (IT),63,Riccardo Chemello,,"Korku,Fantastik,Aksiyon",1h 49m,İtalyanca,"$15,000,000.00","$362,113.00"
Açlık,29/04/1983 (US),67,Tony Scott,,"Korku,Dram",1h 36m,İngilizce,"$10,000,000.00","$10,200,000.00"
Super 8,17/06/2011 (TR),68,J.J. Abrams,J.J. Abrams,"Gerilim,Bilim-Kurgu,Gizem",1h 52m,İngilizce,"$50,000,000.00","$260,100,000.00"
,18/03/2022 (US),71,Graham Moore,Johnathan McClain,"Suç,Dram,Gerilim,Gizem",1h 44m,İngilizce,"$5,000,000.00","$4,000,000.00"
Robin Hood,14/05/2010 (US),64,Ridley Scott,,"Aksiyon,Macera,Dram",2h 20m,İngilizce,"$200,000,000.00","$321,669,741.00"
Avustralya,18/11/2008 (AU),66,Baz Luhrmann,,"Macera,Romantik,Dram",2h 45m,İngilizce,"$130,000,000.00","$211,787,511.00"
Ajanlar İş Başında,10/01/2020 (TR),76,Nick Bruno,,"Animasyon,Aksiyon,Macera,Komedi,Aile",1h 42m,İngilizce,"$100,000,000.00","$171,616,764.00"
Suç Ortağı,14/09/2012 (US),54,Simon West,David Guggenheim,"Aksiyon,Suç,Gerilim",1h 36m,İngilizce,"$35,000,000.00","$2,106,557.00"
Galaksinin Koruyucuları: Tatil Özel,25/11/2022 (TR),72,James Gunn,James Gunn,"Komedi,Bilim-Kurgu,Macera",44m,İngilizce,-,-
Naruto Shippuuden:  Movie 1,04/08/2007 (JP),74,Hajime Kamegaki,Junki Takegami,"Animasyon,Aksiyon,Fantastik",1h 34m,Japonca,-,"$10,000,000.00"
,24/10/2008 (TR),62,David Hackl,,"Korku,Gerilim,Suç",1h 32m,İngilizce,"$10,800,000.00","$113,864,059.00"
Taş Devri Firarda,26/01/2018 (GB),62,Nick Park,,"Aile,Komedi,Animasyon,Macera",1h 29m,İngilizce,"$50,000,000.00","$53,431,158.00"
İpucu,13/12/1985 (US),72,Jonathan Lynn,,"Komedi,Gerilim,Suç,Gizem",1h 34m,İngilizce,"$15,000,000.00","$14,643,997.00"
Piyanist,28/02/2003 (TR),84,Roman Polanski,,"Dram,Savaş",2h 30m,İngilizce,"$35,000,000.00","$192,700,000.00"
Katil,03/05/2013 (US),65,Ariel Vromen,,"Gerilim,Suç,Dram",1h 45m,İngilizce,"$20,000,000.00","$1,969,193.00"
Saplantı,21/02/2018 (TR),62,Steven Soderbergh,,"Korku,Gerilim",1h 38m,İngilizce,"$1,500,000.00","$14,293,601.00"
9,16/04/2010 (TR),69,Shane Acker,,"Aksiyon,Macera,Animasyon,Bilim-Kurgu,Gerilim",1h 19m,İngilizce,"$30,000,000.00","$48,428,063.00"
Kurtuluş Günü: Yeni Tehdit,24/06/2016 (US),53,Roland Emmerich,,"Aksiyon,Macera,Bilim-Kurgu",2h,İngilizce,"$165,000,000.00","$389,681,935.00"
Otoyol Devriyesi,24/03/2017 (US),61,Dax Shepard,Dax Shepard,"Aksiyon,Komedi,Suç",1h 40m,İngilizce,"$25,000,000.00","$26,800,152.00"
Aşk Oyunu,14/02/2024 (TR),61,Trish Sie,Whit Anderson,"Romantik,Komedi",1h 45m,İngilizce,-,-
Dad or Mom,30/11/2023 (MX),70,Ernesto Contreras,Estéfani Enríquez Soto,Komedi,1h 32m,İspanyolca; Kastilyaca,-,-
Fahrenheit 451,19/05/2018 (US),54,Ramin Bahrani,,"Dram,Bilim-Kurgu,Gerilim",1h 40m,İngilizce,-,-
The Bleeder,05/05/2017 (US),62,Philippe Falardeau,Michael Cristofer,Dram,1h 41m,İngilizce,-,"$502,518.00"
Lara Croft: Tomb Raider,21/09/2001 (TR),59,Simon West,,"Macera,Fantastik,Aksiyon,Gerilim",1h 40m,İngilizce,"$115,000,000.00","$274,700,000.00"
,20/08/2015 (KR),63,Myeong Seok Hwan,,"Dram,Romantik",1h 31m,Korece,-,-
My Girl 2,11/02/1994 (US),59,Howard Zieff,Janet Kovalcik,"Komedi,Aile",1h 39m,İngilizce,-,"$28,000,000.00"
Çalışan Kız,20/12/1988 (US),66,Mike Nichols,,"Komedi,Romantik,Dram",1h 53m,İngilizce,"$28,000,000.00","$103,173,635.00"
Saplantı,12/04/1996 (US),64,James Foley,,Gerilim,1h 37m,İngilizce,-,-
17 Yeniden,17/04/2009 (US),63,Burr Steers,Jason Filardi,"Komedi,Fantastik,Dram,Romantik",1h 42m,İngilizce,"$20,000,000.00","$136,300,000.00"
Narnia Günlükleri: Prens Kaspiyan,16/05/2008 (US),66,Andrew Adamson,,"Macera,Aile,Fantastik",2h 30m,İngilizce,"$225,000,000.00","$419,665,568.00"
The Adam Project,11/03/2022 (TR),70,Shawn Levy,Jonathan Tropper,"Macera,Bilim-Kurgu",1h 46m,İngilizce,"$116,000,000.00",-
Yırtık Rahibe,13/08/1993 (TR),68,Emile Ardolino,Paul Rudnick,"Müzik,Komedi",1h 40m,İngilizce,"$31,000,000.00","$231,605,150.00"
Gece ve Gündüz,23/06/2010 (US),62,James Mangold,Patrick O'Neill,"Aksiyon,Komedi",1h 49m,İngilizce,"$117,000,000.00","$261,989,769.00"
,31/03/2023 (TR),75,Will Merrick,,"Gerilim,Gizem,Dram",1h 51m,İngilizce,"$7,000,000.00","$45,100,756.00"
Malefiz: Kötülüğün Gücü,18/10/2019 (TR),73,Joachim Rønning,,"Aile,Fantastik,Macera,Aksiyon",1h 59m,İngilizce,"$185,000,000.00","$491,730,089.00"
Cennette Sorun Var,12/05/2017 (US),54,Jonathan Levine,Katie Dippold,"Aksiyon,Komedi",1h 30m,İngilizce,"$42,000,000.00","$60,800,000.00"
The Inventor,31/01/2024 (FR),62,Jim Capobianco,Jim Capobianco,"Animasyon,Dram,Aile,Tarih",1h 32m,İngilizce,"$10,000,000.00",-
Warhorse One,30/06/2023 (US),72,Johnny Strong,Johnny Strong,"Savaş,Aksiyon,Dram",2h,İngilizce,-,-
Chucky'nin Tohumu,12/11/2004 (US),54,Don Mancini,,"Komedi,Korku",1h 26m,İngilizce,"$12,000,000.00","$24,829,644.00"
Taksi,08/04/1998 (FR),67,Gérard Pirès,,"Komedi,Aksiyon,Suç,Macera",1h 26m,Fransızca,"$8,700,000.00","$44,500,000.00"
Hayvani,26/01/2024 (TR),65,Sandeep Reddy Vanga,Sandeep Reddy Vanga,"Aksiyon,Suç,Dram",3h 21m,Hintçe,"$13,000,000.00","$108,300,000.00"
,02/02/2018 (TR),81,Martin McDonagh,Martin McDonagh,"Suç,Dram",1h 55m,İngilizce,"$15,000,000.00","$162,729,321.00"
Dragon Ball Z: Kudret Ağacı,07/06/1990 (JP),65,Daisuke Nishio,,"Aksiyon,Animasyon,Bilim-Kurgu",1h 1m,Japonca,-,"$15,000,000.00"
Barbarella,10/10/1968 (US),60,Roger Vadim,Clement Biddle Wood,"Bilim-Kurgu,Macera,Komedi,Fantastik",1h 38m,İngilizce,"$9,000,000.00","$2,500,000.00"
Arınma Gecesi,06/06/2013 (US),63,James DeMonaco,James DeMonaco,"Bilim-Kurgu,Korku,Gerilim",1h 26m,İngilizce,"$3,000,000.00","$89,328,627.00"
Seçkin Tetikçiler,01/11/2011 (AU),63,Gary McKendry,,"Aksiyon,Macera,Gerilim",1h 56m,İngilizce,"$66,000,000.00","$57,777,106.00"
Ninja'nın İntikamı,29/09/2009 (US),66,James McTeigue,J. Michael Straczynski,"Aksiyon,Macera,Gerilim",1h 39m,İngilizce,"$40,000,000.00","$61,601,280.00"
Devlerin Aşkı,19/12/1957 (TR),76,George Stevens,,"Dram,Vahşi Batı",3h 21m,İngilizce,"$5,400,000.00","$32,855,818.00"
Jaws 2,16/06/1978 (US),60,Jeannot Szwarc,,"Korku,Gerilim",1h 57m,İngilizce,"$20,000,000.00","$187,884,007.00"
Final Operasyonu,29/08/2018 (US),67,Chris Weitz,Matthew Orton,"Dram,Tarih,Gerilim",2h 4m,İngilizce,"$24,000,000.00","$17,506,878.00"
Alis Harikalar Diyarında: Aynanın İçinden,27/05/2016 (TR),66,James Bobin,,"Macera,Aile,Fantastik",1h 53m,İngilizce,"$170,000,000.00","$299,457,024.00"
Kutu,26/03/2010 (TR),56,Richard Kelly,,"Gerilim,Bilim-Kurgu",1h 55m,İngilizce,"$30,000,000.00","$33,333,531.00"
,30/10/1987 (US),69,Jack Sholder,,"Bilim-Kurgu,Gerilim,Korku",1h 36m,İngilizce,"$5,000,000.00","$9,747,988.00"
Ölümcül Takip,23/08/2011 (US),62,Elliott Lester,,"Suç,Aksiyon,Gerilim",1h 37m,İngilizce,"$15,774,948.00","$15,800,000.00"
,07/02/2020 (TR),71,Alma Har'el,,Dram,1h 34m,İngilizce,"$3,500,000.00","$3,400,977.00"
İyi Kalpli Koca Adam,01/07/2016 (US),63,Steven Spielberg,,"Macera,Aile,Fantastik",1h 57m,İngilizce,"$140,000,000.00","$195,243,411.00"
Dick Tracy,15/06/1990 (US),61,Warren Beatty,,"Macera,Komedi,Suç",1h 45m,İngilizce,"$47,000,000.00","$103,738,726.00"
Hücre,17/11/2000 (TR),63,Tarsem Singh,,"Korku,Bilim-Kurgu,Gerilim",1h 47m,İngilizce,"$33,000,000.00","$104,155,843.00"
Delidolu,11/05/2018 (GB),72,Vince Marcello,,"Romantik,Komedi",1h 45m,İngilizce,-,-
Zihin Gezgini,20/08/2021 (TR),66,Lisa Joy,Lisa Joy,"Gizem,Bilim-Kurgu",1h 58m,İngilizce,"$68,000,000.00","$18,717,947.00"
Girls Unbutton,27/01/1994 (HK),43,Taylor Wong,,"Komedi,Romantik",1h 29m,Cantonese,-,-
Rusya'dan Sevgilerle,19/11/1965 (TR),71,Terence Young,,"Aksiyon,Gerilim,Macera",1h 55m,İngilizce,"$2,500,000.00","$78,900,000.00"
Boş Kafalılar,05/08/1994 (US),61,Michael Lehmann,Rich Wilkes,"Komedi,Suç,Müzik",1h 32m,İngilizce,-,"$5,751,882.00"
Ninja Kaplumbağalar: Gölgelerin İçinden,03/06/2016 (TR),60,Dave Green,André Nemec,"Aksiyon,Macera,Komedi,Aile,Bilim-Kurgu",1h 52m,İngilizce,"$135,000,000.00","$245,600,000.00"
Yas Tatili,19/12/2023 (US),64,Dan Levy,Dan Levy,"Komedi,Dram",1h 41m,İngilizce,-,-
Kaçakçı,11/03/2021 (TR),68,Clint Eastwood,,"Suç,Dram",1h 56m,İngilizce,"$50,000,000.00","$174,800,000.00"
İnce Kırmızı Hat,23/12/1998 (US),74,Terrence Malick,,"Dram,Tarih,Savaş",2h 51m,İngilizce,"$52,000,000.00","$98,126,565.00"
Hızlı,23/11/2010 (US),63,George Tillman Jr.,Joe Gayton,"Suç,Dram,Aksiyon,Gerilim",1h 38m,İngilizce,"$24,000,000.00","$23,081,726.00"
,27/03/2009 (TR),65,Patrick Tatopoulos,Robert Orr,"Fantastik,Aksiyon,Gerilim",1h 32m,İngilizce,"$35,000,000.00","$92,158,961.00"
Büyük Felaket: Asit Yağmuru,22/09/2023 (TR),57,Just Philippot,,"Dram,Fantastik",1h 39m,Fransızca,-,-
Deadpool: No Good Deed,03/03/2017 (US),71,David Leitch,Ryan Reynolds,"Aksiyon,Komedi,Suç",4m,İngilizce,-,-
Kod Adı: Angel,23/08/2019 (TR),66,Ric Roman Waugh,,"Aksiyon,Gerilim",2h 2m,İngilizce,"$40,000,000.00","$146,661,977.00"
Kin,31/08/2018 (US),62,Josh Baker,Josh Baker,"Bilim-Kurgu,Aksiyon,Macera,Gerilim",1h 42m,İngilizce,"$30,000,000.00","$10,023,153.00"
Gelecek Dünya,25/05/2018 (US),44,Bruce Thierry Cheung,Bruce Thierry Cheung,Bilim-Kurgu,1h 28m,İngilizce,-,-
Aşk Doktoru,11/02/2005 (US),66,Andy Tennant,,"Komedi,Dram,Romantik",1h 58m,İngilizce,"$70,000,000.00","$371,600,000.00"
Polar,25/01/2019 (US),63,Jonas Åkerlund,,"Aksiyon,Suç,Dram",1h 58m,İngilizce,-,-
Nefesini Tut 2,13/08/2021 (US),71,Rodo Sayagues,Rodo Sayagues,"Gerilim,Korku",1h 38m,İngilizce,"$10,000,000.00","$53,800,000.00"
Ölümcül Çarpışma,07/07/2023 (TR),70,Scott Waugh,Arash Amel,"Aksiyon,Macera,Komedi,Gerilim",1h 43m,İngilizce,"$80,000,000.00",-
Katil Araba,09/12/1983 (TR),69,John Carpenter,,Korku,1h 50m,İngilizce,"$9,700,000.00","$21,200,000.00"
Rehine,29/04/2005 (TR),64,Florent-Emilio Siri,,"Aksiyon,Gerilim,Suç",1h 53m,İngilizce,"$52,000,000.00","$77,944,725.00"
Adipurush,16/06/2023 (IN),53,Om Raut,,"Aksiyon,Macera,Fantastik",2h 59m,Hintçe,"$63,000,000.00","$43,000,000.00"
,22/10/2021 (US),79,Sarah Smith,Sarah Smith,"Animasyon,Bilim-Kurgu,Aile,Komedi",1h 46m,İngilizce,-,"$60,692,022.00"
Silahın Gücü,25/12/1973 (US),71,Ted Post,,"Dram,Suç,Aksiyon",2h 4m,İngilizce,-,"$39,768,000.00"
,30/04/2004 (TR),69,Peter Segal,,"Komedi,Romantik",1h 39m,İngilizce,"$75,000,000.00","$196,482,882.00"
Öldür.com,22/01/2008 (US),62,Gregory Hoblit,,"Gerilim,Suç,Gizem,Dram",1h 41m,İngilizce,"$35,000,000.00","$52,659,594.00"
Yaşam Şifresi,08/04/2011 (TR),73,Duncan Jones,Ben Ripley,"Gerilim,Bilim-Kurgu,Gizem",1h 34m,İngilizce,"$32,000,000.00","$147,332,697.00"
,30/09/2015 (CN),61,Lu Chuan,Lu Chuan,"Macera,Aksiyon,Gerilim",1h 55m,Çince,-,"$99,849,421.00"
SüngerBob KarePantolon: Suyu Süngerle Sil,06/02/2015 (US),61,Paul Tibbitt,,"Aile,Macera,Komedi,Fantastik,Animasyon",1h 32m,İngilizce,"$74,000,000.00","$311,594,032.00"
Çatlak Yönetmen,08/10/1999 (TR),62,Frank Oz,,Komedi,1h 37m,İngilizce,"$55,000,000.00","$98,625,775.00"
Star Trek: Bilinmeze Doğru,07/06/2013 (TR),73,J.J. Abrams,Alex Kurtzman,"Aksiyon,Macera,Bilim-Kurgu",2h 12m,İngilizce,"$190,000,000.00","$467,400,000.00"
Sabrina,15/12/1995 (US),62,Sydney Pollack,,"Komedi,Romantik",2h 7m,İngilizce,"$58,000,000.00","$53,672,080.00"
Operation Napoleon,26/01/2023 (IS),61,Óskar Thór Axelsson,Marteinn Þórsson,Gerilim,1h 52m,İzlandaca,-,-
İntikam,29/07/2022 (US),66,B.J. Novak,B.J. Novak,"Gerilim,Gizem,Komedi",1h 48m,İngilizce,-,"$4,225,720.00"
Siyam Balığı,09/10/1983 (US),70,Francis Ford Coppola,,"Suç,Dram",1h 34m,İngilizce,"$10,000,000.00","$2,494,480.00"
Fokus,20/03/2015 (TR),69,John Requa,John Requa,"Romantik,Komedi,Suç",1h 44m,İngilizce,"$50,100,000.00","$153,962,963.00"
,08/02/2013 (TR),69,Steven Spielberg,,"Tarih,Dram",2h 30m,İngilizce,"$65,000,000.00","$275,300,000.00"
Madagaskar 2,06/11/2008 (US),65,Tom McGrath,Tom McGrath,"Aile,Macera,Animasyon,Komedi",1h 29m,İngilizce,"$150,000,000.00","$603,900,000.00"
Kuzu,24/09/2021 (IS),65,Valdimar Jóhannsson,Valdimar Jóhannsson,"Dram,Fantastik,Korku",1h 46m,İzlandaca,-,"$3,200,000.00"
